,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
2746,NBA,Joe,Johnson,G,Regular Season,(2001-02),(2021-22),1277.0,1091,44236,7823.0,17720.0,1978,5331,2783.0,3468,1067,3991,5058,5001,1070,260,2451,2252,20407.0,,---,---,34.64056382145654,6.126076742364917,13.876272513703993,1.5489428347689898,4.174628034455756,2.1793265465935785,2.7157400156617073,0.8355520751761942,3.125293657008614,3.9608457321848083,3.9162098668754894,0.8379013312451057,0.20360219263899765,1.9193422083007048,1.7635082223962413,15.980422866092404
2747,NBA,John,Johnson,F,Regular Season,(1970-71),(1981-82),869.0,1,25681,4575.0,10254.0,0,1,2050.0,2633,1021,2121,4778,3285,487,235,917,2505,11200.0,,---,---,29.55235903337169,5.264672036823936,11.799769850402761,0,0.0011507479861910242,2.3590333716915994,3.0299194476409665,1.1749136939010356,2.440736478711162,5.498273878020713,3.7802071346375143,0.5604142692750288,0.27042577675489066,1.0552359033371692,2.8826237054085153,12.88837744533947
2748,NBA,Kannard,Johnson,F,Regular Season,(1987-88),(1987-88),4.0,0,12,1.0,3.0,0,0,0.0,0,0,0,0,0,1,0,2,1,2.0,,---,---,3,0.25,0.75,0,0,0.0,0,0,0,0,0,0.25,0,0.5,0.25,0.5
2749,NBA,Keldon,Johnson,F,Regular Season,(2019-20),(2022-23),224.0,205,6724,1365.0,2918.0,366,1009,602.0,801,239,1005,1244,477,158,51,317,443,3698.0,,---,---,30.017857142857142,6.09375,13.026785714285714,1.6339285714285714,4.504464285714286,2.6875,3.575892857142857,1.0669642857142858,4.486607142857143,5.553571428571429,2.1294642857142856,0.7053571428571429,0.22767857142857142,1.4151785714285714,1.9776785714285714,16.508928571428573
2750,NBA,Ken A.,Johnson,F-C,Regular Season,(2002-03),(2002-03),16.0,0,156,15.0,37.0,0,0,2.0,6,4,28,32,0,1,12,6,20,32.0,,---,---,9.75,0.9375,2.3125,0,0,0.125,0.375,0.25,1.75,2,0,0.0625,0.75,0.375,1.25,2.0
2751,NBA,Ken H.,Johnson,F,Regular Season,(1985-86),(1985-86),64.0,0,815,113.0,214.0,0,0,37.0,85,90,153,243,19,13,22,59,147,263.0,,---,---,12.734375,1.765625,3.34375,0,0,0.578125,1.328125,1.40625,2.390625,3.796875,0.296875,0.203125,0.34375,0.921875,2.296875,4.109375
2752,NBA,Keon,Johnson,G,Regular Season,(2021-22),(2022-23),77.0,12,1113,163.0,450.0,62,181,68.0,92,35,90,125,135,47,18,89,112,456.0,,---,---,14.454545454545455,2.116883116883117,5.8441558441558445,0.8051948051948052,2.3506493506493507,0.8831168831168831,1.1948051948051948,0.45454545454545453,1.1688311688311688,1.6233766233766234,1.7532467532467533,0.6103896103896104,0.23376623376623376,1.155844155844156,1.4545454545454546,5.922077922077922
2753,NBA,Kevin,Johnson,G,Regular Season,(1987-88),(1999-00),735.0,623,25061,4512.0,9160.0,160,524,3943.0,4691,487,1917,2404,6711,1082,176,2258,1541,13127.0,,---,---,34.096598639455785,6.1387755102040815,12.462585034013605,0.21768707482993196,0.7129251700680272,5.364625850340136,6.382312925170068,0.6625850340136055,2.6081632653061226,3.270748299319728,9.130612244897959,1.472108843537415,0.23945578231292516,3.072108843537415,2.0965986394557823,17.85986394557823
2754,NBA,Larry,Johnson,G,Regular Season,(1977-78),(1977-78),4.0,,38,3.0,13.0,---,---,0.0,2,1,4,5,7,5,2,3,3,6.0,,---,---,9.5,0.75,3.25,---,---,0.0,0.5,0.25,1,1.25,1.75,1.25,0.5,0.75,0.75,1.5
2755,NBA,Larry D.,Johnson,F,Regular Season,(1991-92),(2000-01),707.0,699,25685,4401.0,9086.0,367,1104,2281.0,2978,1794,3506,5300,2298,515,258,1435,1893,11450.0,,---,---,36.329561527581326,6.224893917963225,12.851485148514852,0.5190947666195191,1.5615275813295615,3.226308345120226,4.212164073550213,2.5374823196605374,4.958981612446959,7.496463932107496,3.2503536067892504,0.7284299858557284,0.3649222065063649,2.0297029702970297,2.6775106082036775,16.195190947666195
2756,NBA,Lee,Johnson,F,Regular Season,(1980-81),(1980-81),12.0,,90,7.0,25.0,0,0,3.0,5,6,16,22,1,0,5,7,18,17.0,,---,---,7.5,0.5833333333333334,2.0833333333333335,0,0,0.25,0.4166666666666667,0.5,1.3333333333333333,1.8333333333333333,0.08333333333333333,0,0.4166666666666667,0.5833333333333334,1.5,1.4166666666666667
2757,NBA,Linton,Johnson,F,Regular Season,(2003-04),(2008-09),151.0,27,2111,239.0,574.0,32,105,72.0,103,159,334,493,65,84,63,100,271,582.0,,---,---,13.980132450331126,1.5827814569536425,3.801324503311258,0.2119205298013245,0.695364238410596,0.4768211920529801,0.6821192052980133,1.0529801324503312,2.2119205298013247,3.2649006622516556,0.4304635761589404,0.5562913907284768,0.41721854304635764,0.6622516556291391,1.794701986754967,3.8543046357615895
2758,NBA,Magic,Johnson,G-F,Regular Season,(1979-80),(1995-96),906.0,763,33245,6211.0,11951.0,325,1074,4960.0,5850,1601,4958,6559,10141,1724,374,3506,2050,17707.0,,---,---,36.69426048565121,6.855408388520972,13.190949227373068,0.358719646799117,1.185430463576159,5.474613686534217,6.456953642384106,1.7671081677704195,5.472406181015453,7.239514348785872,11.193156732891833,1.9028697571743929,0.41280353200883,3.869757174392936,2.2626931567328916,19.544150110375277
2759,NBA,Marques,Johnson,F-G,Regular Season,(1977-78),(1989-90),691.0,359,23694,5733.0,11065.0,14,92,2412.0,3265,1829,2988,4817,2502,888,525,1627,1766,13892.0,,---,---,34.28943560057887,8.296671490593344,16.01302460202605,0.020260492040520984,0.13314037626628075,3.4905933429811866,4.725036179450072,2.646888567293777,4.324167872648336,6.971056439942113,3.6208393632416787,1.2850940665701882,0.7597684515195369,2.3545586107091174,2.555716353111433,20.104196816208393
2760,ABL,Max,Johnson,,Regular Season,(1961-62),(1961-62),1.0,,3,0.0,0.0,0,0,0.0,0,---,---,0,0,---,---,---,2,0.0,,---,---,3,0.0,0.0,0,0,0.0,0,---,---,0,0,---,---,---,2,0.0
2761,NBA,Mickey,Johnson,F,Regular Season,(1974-75),(1985-86),904.0,125,25005,4733.0,10544.0,29,176,3253.0,4066,2201,4264,6465,2677,1025,632,2050,3101,12748.0,,---,---,27.660398230088497,5.235619469026549,11.663716814159292,0.032079646017699116,0.19469026548672566,3.5984513274336285,4.497787610619469,2.434734513274336,4.716814159292035,7.1515486725663715,2.961283185840708,1.133849557522124,0.6991150442477876,2.267699115044248,3.4303097345132745,14.101769911504425
2762,NBL,Morris,Johnson,F-G,Regular Season,(1937-38),(1938-39),23.0,---,---,20.0,,---,---,8.0,---,---,---,---,---,---,---,---,---,48.0,,---,---,---,0.8695652173913043,0.0,---,---,0.34782608695652173,---,---,---,---,---,---,---,---,---,2.0869565217391304
2763,NBA,Neil,Johnson,F-C,Regular Season,(1966-67),(1969-70),202.0,---,2263,300.0,705.0,---,---,198.0,323,---,---,685,217,---,---,---,417,798.0,,---,---,11.202970297029703,1.4851485148514851,3.49009900990099,---,---,0.9801980198019802,1.599009900990099,---,---,3.391089108910891,1.0742574257425743,---,---,---,2.0643564356435644,3.9504950495049505
2764,ABA,Neil,Johnson,F-C,Regular Season,(1970-71),(1972-73),178.0,---,4154,736.0,1460.0,1,6,362.0,509,533,785,1318,415,,,361,650,1835.0,,---,---,23.337078651685392,4.134831460674158,8.202247191011235,0.0056179775280898875,0.033707865168539325,2.033707865168539,2.859550561797753,2.99438202247191,4.410112359550562,7.404494382022472,2.331460674157303,0,0,2.0280898876404496,3.651685393258427,10.308988764044944
2765,NBA,Nick,Johnson,G,Regular Season,(2014-15),(2014-15),28.0,0,262,26.0,75.0,5,21,17.0,25,13,26,39,11,7,3,19,34,74.0,,---,---,9.357142857142858,0.9285714285714286,2.6785714285714284,0.17857142857142858,0.75,0.6071428571428571,0.8928571428571429,0.4642857142857143,0.9285714285714286,1.3928571428571428,0.39285714285714285,0.25,0.10714285714285714,0.6785714285714286,1.2142857142857142,2.642857142857143
2766,NBA,Ollie,Johnson,F,Regular Season,(1972-73),(1981-82),690.0,0,14554,2235.0,4505.0,3,20,868.0,1049,599,1264,2280,1212,455,224,355,1503,5341.0,,---,---,21.092753623188404,3.239130434782609,6.528985507246377,0.004347826086956522,0.028985507246376812,1.2579710144927536,1.5202898550724637,0.8681159420289855,1.8318840579710145,3.3043478260869565,1.7565217391304349,0.6594202898550725,0.32463768115942027,0.5144927536231884,2.1782608695652175,7.740579710144927
2767,NBA,Omari,Johnson,F,Regular Season,(2017-18),(2017-18),4.0,0,75,9.0,21.0,4,12,0.0,0,4,7,11,7,2,0,3,6,22.0,,---,---,18.75,2.25,5.25,1,3,0.0,0,1,1.75,2.75,1.75,0.5,0,0.75,1.5,5.5
2768,NBA,Orlando,Johnson,G,Regular Season,(2012-13),(2015-16),103.0,1,1112,117.0,328.0,47,151,48.0,66,33,147,180,69,20,14,48,86,329.0,,---,---,10.79611650485437,1.1359223300970873,3.1844660194174756,0.4563106796116505,1.4660194174757282,0.46601941747572817,0.6407766990291263,0.32038834951456313,1.4271844660194175,1.7475728155339805,0.6699029126213593,0.1941747572815534,0.13592233009708737,0.46601941747572817,0.8349514563106796,3.1941747572815533
2769,NBL,Ralph,Johnson,G,Regular Season,(1947-48),(1948-49),121.0,---,---,302.0,,---,---,116.0,,---,---,---,---,---,---,---,,720.0,,---,---,---,2.4958677685950414,0.0,---,---,0.9586776859504132,,---,---,---,---,---,---,---,0,5.950413223140496
2770,NBA,Ralph,Johnson,G,Regular Season,(1949-50),(1952-53),204.0,---,2295,692.0,2117.0,---,---,321.0,434,---,---,498,569,---,---,---,703,1705.0,,---,---,11.25,3.392156862745098,10.377450980392156,---,---,1.5735294117647058,2.127450980392157,---,---,2.4411764705882355,2.7892156862745097,---,---,---,3.446078431372549,8.357843137254902
2771,NBA,Reggie,Johnson,F-C,Regular Season,(1980-81),(1983-84),305.0,60,5979,1065.0,2109.0,1,7,433.0,605,432,806,1238,262,128,169,393,913,2564.0,,---,---,19.60327868852459,3.4918032786885247,6.914754098360656,0.003278688524590164,0.022950819672131147,1.419672131147541,1.9836065573770492,1.4163934426229507,2.642622950819672,4.059016393442623,0.8590163934426229,0.419672131147541,0.5540983606557377,1.2885245901639344,2.9934426229508198,8.40655737704918
2772,NBA,Rich,Johnson,C,Regular Season,(1968-69),(1970-71),97.0,,1074,200.0,442.0,---,---,57.0,93,---,---,265,39,---,---,---,198,457.0,,---,---,11.072164948453608,2.0618556701030926,4.556701030927835,---,---,0.5876288659793815,0.9587628865979382,---,---,2.731958762886598,0.4020618556701031,---,---,---,2.0412371134020617,4.711340206185567
2773,ABA,Rich,Johnson,C,Regular Season,(1970-71),(1970-71),38.0,---,542,92.0,191.0,0,0,36.0,54,46,106,152,19,---,---,27,83,220.0,,---,---,14.263157894736842,2.4210526315789473,5.026315789473684,0,0,0.9473684210526315,1.4210526315789473,1.2105263157894737,2.789473684210526,4,0.5,---,---,0.7105263157894737,2.1842105263157894,5.7894736842105265
2774,NBL,Robert,Johnson,G,Regular Season,(1938-39),(1938-39),4.0,---,---,6.0,,---,---,3.0,---,---,---,---,---,---,---,---,---,15.0,,---,---,---,1.5,0.0,---,---,0.75,---,---,---,---,---,---,---,---,---,3.75
2775,NBA,Ron,Johnson,F,Regular Season,(1960-61),(1960-61),14.0,---,103,13.0,43.0,---,---,11.0,17,---,---,29,2,---,---,---,10,37.0,,---,---,7.357142857142857,0.9285714285714286,3.0714285714285716,---,---,0.7857142857142857,1.2142857142857142,---,---,2.0714285714285716,0.14285714285714285,---,---,---,0.7142857142857143,2.642857142857143
2776,ABL,Rossie,Johnson,,Regular Season,(1961-62),(1961-62),27.0,,313,71.0,184.0,9,20,23.0,35,---,---,77,10,---,---,---,33,174.0,,---,---,11.592592592592593,2.6296296296296298,6.814814814814815,0.3333333333333333,0.7407407407407407,0.8518518518518519,1.2962962962962963,---,---,2.8518518518518516,0.37037037037037035,---,---,---,1.2222222222222223,6.444444444444445
2777,NBA,Stanley,Johnson,F,Regular Season,(2015-16),(2022-23),449.0,104,8879,1028.0,2630.0,340,1114,410.0,548,253,1151,1404,679,383,106,480,871,2806.0,,---,---,19.775055679287306,2.289532293986637,5.857461024498886,0.7572383073496659,2.4810690423162582,0.9131403118040089,1.2204899777282852,0.5634743875278396,2.56347438752784,3.1269487750556793,1.512249443207127,0.8530066815144766,0.23608017817371937,1.069042316258352,1.9398663697104677,6.249443207126949
2778,NBA,Steffond,Johnson,F,Regular Season,(1986-87),(1986-87),29.0,0,234,27.0,64.0,0,3,20.0,38,15,28,43,5,9,2,18,55,74.0,,---,---,8.068965517241379,0.9310344827586207,2.206896551724138,0,0.10344827586206896,0.6896551724137931,1.3103448275862069,0.5172413793103449,0.9655172413793104,1.4827586206896552,0.1724137931034483,0.3103448275862069,0.06896551724137931,0.6206896551724138,1.896551724137931,2.5517241379310347
2779,NBA,Steve,Johnson,C-F,Regular Season,(1981-82),(1990-91),626.0,327,13618,2841.0,4965.0,0,4,1663.0,2622,1193,2257,3450,777,290,530,1477,2409,7345.0,,---,---,21.75399361022364,4.538338658146965,7.931309904153355,0,0.006389776357827476,2.6565495207667733,4.18849840255591,1.9057507987220448,3.6054313099041533,5.5111821086261985,1.2412140575079873,0.46325878594249204,0.8466453674121406,2.3594249201277955,3.8482428115015974,11.733226837060704
2780,ABA,Stew,Johnson,F-C,Regular Season,(1967-68),(1975-76),647.0,---,19201,4586.0,10854.0,269,872,1097.0,1393,1211,2637,4263,984,176,40,1090,1598,10538.0,,---,---,29.676970633693973,7.088098918083462,16.775888717156104,0.41576506955177744,1.3477588871715611,1.695517774343122,2.153013910355487,1.8717156105100463,4.075734157650696,6.58887171561051,1.5208655332302936,0.27202472952086554,0.061823802163833076,1.6846986089644513,2.469860896445131,16.287480680061822
2781,NBA,Trey,Johnson,G,Regular Season,(2008-09),(2011-12),23.0,0,169,20.0,52.0,1,3,18.0,19,5,15,20,15,2,1,11,26,59.0,,---,---,7.3478260869565215,0.8695652173913043,2.260869565217391,0.043478260869565216,0.13043478260869565,0.782608695652174,0.8260869565217391,0.21739130434782608,0.6521739130434783,0.8695652173913043,0.6521739130434783,0.08695652173913043,0.043478260869565216,0.4782608695652174,1.1304347826086956,2.5652173913043477
2782,NBA,Tyler,Johnson,G,Regular Season,(2014-15),(2021-22),354.0,78,8709,1246.0,2923.0,438,1216,539.0,692,187,882,1069,813,288,140,373,637,3469.0,,---,---,24.60169491525424,3.519774011299435,8.257062146892656,1.2372881355932204,3.4350282485875705,1.5225988700564972,1.9548022598870056,0.5282485875706214,2.4915254237288136,3.019774011299435,2.2966101694915255,0.8135593220338984,0.3954802259887006,1.0536723163841808,1.7994350282485876,9.799435028248588
2783,NBA,Vinnie,Johnson,G,Regular Season,(1979-80),(1991-92),984.0,187,24308,4882.0,10515.0,83,327,1978.0,2673,1451,1658,3109,3212,852,253,1569,2063,11825.0,,---,---,24.703252032520325,4.961382113821138,10.685975609756097,0.08434959349593496,0.3323170731707317,2.0101626016260163,2.716463414634146,1.4745934959349594,1.684959349593496,3.1595528455284554,3.2642276422764227,0.8658536585365854,0.2571138211382114,1.5945121951219512,2.0965447154471546,12.017276422764228
2784,NBA,Wesley,Johnson,F,Regular Season,(2010-11),(2018-19),609.0,334,13472,1629.0,4028.0,614,1822,363.0,490,337,1587,1924,645,468,402,525,1168,4235.0,,---,---,22.121510673234813,2.6748768472906406,6.614121510673235,1.0082101806239738,2.9917898193760264,0.5960591133004927,0.8045977011494253,0.5533661740558292,2.605911330049261,3.1592775041050905,1.0591133004926108,0.7684729064039408,0.6600985221674877,0.8620689655172413,1.9178981937602628,6.954022988505747
2785,NBA,Darius,Johnson-Odom,G,Regular Season,(2012-13),(2013-14),7.0,0,21,0.0,11.0,0,4,0.0,2,1,5,6,2,1,0,2,3,0.0,,---,---,3,0.0,1.5714285714285714,0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.14285714285714285,0,0.2857142857142857,0.42857142857142855,0.0
2786,NBA,Nate,Johnston,F,Regular Season,(1989-90),(1989-90),21.0,0,87,18.0,48.0,1,4,9.0,13,13,10,23,1,3,8,6,11,46.0,,---,---,4.142857142857143,0.8571428571428571,2.2857142857142856,0.047619047619047616,0.19047619047619047,0.42857142857142855,0.6190476190476191,0.6190476190476191,0.47619047619047616,1.0952380952380953,0.047619047619047616,0.14285714285714285,0.38095238095238093,0.2857142857142857,0.5238095238095238,2.1904761904761907
2787,NBA,Neil,Johnston,C,Regular Season,(1951-52),(1958-59),516.0,---,18298,3303.0,7435.0,---,---,3417.0,4447,---,---,5856,1269,---,---,---,1681,10023.0,,---,---,35.46124031007752,6.401162790697675,14.40891472868217,---,---,6.622093023255814,8.618217054263566,---,---,11.348837209302326,2.4593023255813953,---,---,---,3.257751937984496,19.424418604651162
2788,ABL,Neil,Johnston,C,Regular Season,(1961-62),(1961-62),5.0,,106,16.0,38.0,1,1,16.0,24,---,---,18,10,---,---,---,17,49.0,,---,---,21.2,3.2,7.6,0.2,0.2,3.2,4.8,---,---,3.6,2,---,---,---,3.4,9.8
2789,NBA,Jim,Johnstone,C-F,Regular Season,(1982-83),(1982-83),23.0,0,191,11.0,30.0,0,0,9.0,20,15,31,46,11,3,7,15,33,31.0,,---,---,8.304347826086957,0.4782608695652174,1.3043478260869565,0,0,0.391304347826087,0.8695652173913043,0.6521739130434783,1.3478260869565217,2,0.4782608695652174,0.13043478260869565,0.30434782608695654,0.6521739130434783,1.434782608695652,1.3478260869565217
2790,NBA,Nikola,Jokic,C,Regular Season,(2015-16),(2022-23),596.0,555,18341,4628.0,8369.0,593,1702,2205.0,2661,1560,4710,6270,3958,713,423,1709,1641,12054.0,,---,---,30.773489932885905,7.76510067114094,14.041946308724832,0.9949664429530202,2.8557046979865772,3.6996644295302015,4.464765100671141,2.61744966442953,7.902684563758389,10.520134228187919,6.640939597315437,1.1963087248322148,0.709731543624161,2.86744966442953,2.7533557046979866,20.2248322147651
2791,NBA,Howie,Jolliff,F-C,Regular Season,(1960-61),(1962-63),138.0,---,1739,165.0,449.0,---,---,58.0,110,---,---,586,112,---,---,---,277,388.0,,---,---,12.601449275362318,1.1956521739130435,3.253623188405797,---,---,0.42028985507246375,0.7971014492753623,---,---,4.246376811594203,0.8115942028985508,---,---,---,2.0072463768115942,2.8115942028985508
2792,NBA,Alvin,Jones,F,Regular Season,(2001-02),(2001-02),23.0,2,126,8.0,20.0,0,0,10.0,20,13,23,36,3,3,9,11,35,26.0,,---,---,5.478260869565218,0.34782608695652173,0.8695652173913043,0,0,0.43478260869565216,0.8695652173913043,0.5652173913043478,1,1.565217391304348,0.13043478260869565,0.13043478260869565,0.391304347826087,0.4782608695652174,1.5217391304347827,1.1304347826086956
2793,NBA,Anthony,Jones,G-F,Regular Season,(1986-87),(1989-90),164.0,4,1704,234.0,595.0,15,49,111.0,150,87,127,214,119,85,38,96,176,594.0,,---,---,10.390243902439025,1.4268292682926829,3.6280487804878048,0.09146341463414634,0.29878048780487804,0.676829268292683,0.9146341463414634,0.5304878048780488,0.774390243902439,1.3048780487804879,0.725609756097561,0.5182926829268293,0.23170731707317074,0.5853658536585366,1.0731707317073171,3.6219512195121952
2794,NBA,Askia,Jones,G,Regular Season,(1994-95),(1994-95),11.0,0,139,15.0,44.0,2,12,13.0,16,6,5,11,16,6,0,9,19,45.0,,---,---,12.636363636363637,1.3636363636363635,4.0,0.18181818181818182,1.0909090909090908,1.1818181818181819,1.4545454545454546,0.5454545454545454,0.45454545454545453,1,1.4545454545454546,0.5454545454545454,0,0.8181818181818182,1.7272727272727273,4.090909090909091
2795,NBA,Bill,Jones,F,Regular Season,(1988-89),(1988-89),37.0,0,307,50.0,102.0,0,1,29.0,43,20,27,47,20,17,6,18,38,129.0,,---,---,8.297297297297296,1.3513513513513513,2.7567567567567566,0,0.02702702702702703,0.7837837837837838,1.162162162162162,0.5405405405405406,0.7297297297297297,1.2702702702702702,0.5405405405405406,0.4594594594594595,0.16216216216216217,0.4864864864864865,1.027027027027027,3.4864864864864864
2796,ABA,Bobby,Jones,F,Regular Season,(1974-75),(1975-76),167.0,---,5551,1039.0,1754.0,0,1,402.0,577,471,1012,1483,634,337,337,466,516,2480.0,,---,---,33.23952095808383,6.221556886227545,10.502994011976048,0,0.005988023952095809,2.407185628742515,3.4550898203592815,2.820359281437126,6.059880239520958,8.880239520958083,3.7964071856287425,2.0179640718562872,2.0179640718562872,2.7904191616766467,3.089820359281437,14.850299401197605
2797,NBA,Bobby,Jones,F,Regular Season,(1976-77),(1985-86),774.0,123,20177,3412.0,6199.0,0,16,2087.0,2674,1288,2968,4256,1888,1050,982,1217,2104,8911.0,,---,---,26.06847545219638,4.40826873385013,8.009043927648579,0,0.020671834625323,2.6963824289405687,3.454780361757106,1.6640826873385013,3.834625322997416,5.498708010335918,2.4392764857881137,1.3565891472868217,1.268733850129199,1.5723514211886305,2.7183462532299743,11.512919896640827
