,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
2678,NBA,DaQuan,Jeffries,G,Regular Season,(2019-20),(2021-22),47.0,5,643,71.0,162.0,25,86,12.0,14,22,69,91,30,19,11,16,68,179.0,,---,---,13.680851063829786,1.5106382978723405,3.4468085106382977,0.5319148936170213,1.8297872340425532,0.2553191489361702,0.2978723404255319,0.46808510638297873,1.4680851063829787,1.9361702127659575,0.6382978723404256,0.40425531914893614,0.23404255319148937,0.3404255319148936,1.446808510638298,3.8085106382978724
2679,NBA,Jared,Jeffries,F,Regular Season,(2002-03),(2012-13),629.0,335,13579,1163.0,2728.0,73,292,604.0,1036,1166,1397,2563,798,435,323,674,1529,3003.0,,---,---,21.58823529411765,1.848966613672496,4.33704292527822,0.11605723370429252,0.4642289348171701,0.9602543720190779,1.6470588235294117,1.8537360890302066,2.220985691573927,4.074721780604134,1.2686804451510334,0.6915739268680445,0.5135135135135135,1.0715421303656598,2.4308426073131955,4.774244833068362
2680,NBA,Charles,Jenkins,G,Regular Season,(2011-12),(2012-13),110.0,29,1334,179.0,412.0,4,22,46.0,61,16,84,100,214,48,8,81,107,408.0,,---,---,12.127272727272727,1.6272727272727272,3.7454545454545456,0.03636363636363636,0.2,0.41818181818181815,0.5545454545454546,0.14545454545454545,0.7636363636363637,0.9090909090909091,1.9454545454545455,0.43636363636363634,0.07272727272727272,0.7363636363636363,0.9727272727272728,3.709090909090909
2681,NBA,Horace,Jenkins,G,Regular Season,(2004-05),(2004-05),15.0,0,104,15.0,45.0,0,9,12.0,13,3,6,9,9,5,1,7,6,42.0,,---,---,6.933333333333334,1.0,3.0,0,0.6,0.8,0.8666666666666667,0.2,0.4,0.6,0.6,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.4,2.8
2682,NBA,John,Jenkins,G,Regular Season,(2012-13),(2018-19),171.0,8,2183,311.0,705.0,117,319,116.0,137,36,214,250,138,31,14,95,95,855.0,,---,---,12.76608187134503,1.8187134502923976,4.12280701754386,0.6842105263157895,1.8654970760233918,0.6783625730994152,0.8011695906432749,0.21052631578947367,1.2514619883040936,1.4619883040935673,0.8070175438596491,0.18128654970760233,0.08187134502923976,0.5555555555555556,0.5555555555555556,5.0
2683,NBA,Brandon,Jennings,G,Regular Season,(2009-10),(2017-18),555.0,429,16844,2750.0,7099.0,914,2648,1387.0,1743,329,1329,1658,3151,679,99,1204,996,7801.0,,---,---,30.34954954954955,4.954954954954955,12.790990990990991,1.646846846846847,4.771171171171171,2.499099099099099,3.1405405405405404,0.5927927927927928,2.3945945945945946,2.9873873873873875,5.677477477477478,1.2234234234234234,0.1783783783783784,2.1693693693693694,1.7945945945945947,14.055855855855857
2684,NBL,Jack,Jennings,C-F,Regular Season,(1940-41),(1940-41),19.0,---,---,41.0,,---,---,12.0,,---,---,---,---,---,---,---,,94.0,,---,---,---,2.1578947368421053,0.0,---,---,0.631578947368421,,---,---,---,---,---,---,---,0,4.947368421052632
2685,NBA,Keith,Jennings,G,Regular Season,(1992-93),(1994-95),164.0,26,2955,353.0,809.0,136,364,248.0,291,44,204,248,614,164,2,201,213,1090.0,,---,---,18.01829268292683,2.152439024390244,4.932926829268292,0.8292682926829268,2.2195121951219514,1.5121951219512195,1.774390243902439,0.2682926829268293,1.2439024390243902,1.5121951219512195,3.7439024390243905,1,0.012195121951219513,1.225609756097561,1.298780487804878,6.646341463414634
2686,NBA,Chris,Jent,F,Regular Season,(1993-94),(1996-97),6.0,0,88,15.0,32.0,6,14,1.0,2,5,11,16,8,0,0,5,15,37.0,,---,---,14.666666666666666,2.5,5.333333333333333,1,2.3333333333333335,0.16666666666666666,0.3333333333333333,0.8333333333333334,1.8333333333333333,2.6666666666666665,1.3333333333333333,0,0,0.8333333333333334,2.5,6.166666666666667
2687,NBA,Les,Jepsen,C,Regular Season,(1990-91),(1991-92),52.0,0,192,20.0,60.0,0,2,13.0,20,29,38,67,2,2,8,6,33,53.0,,---,---,3.6923076923076925,0.38461538461538464,1.1538461538461537,0,0.038461538461538464,0.25,0.38461538461538464,0.5576923076923077,0.7307692307692307,1.2884615384615385,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.6346153846153846,1.0192307692307692
2688,NBA,Jonas,Jerebko,F,Regular Season,(2009-10),(2018-19),635.0,119,11323,1465.0,3203.0,400,1101,589.0,765,764,1758,2522,525,323,153,438,1225,3919.0,,---,---,17.831496062992127,2.3070866141732282,5.044094488188977,0.6299212598425197,1.7338582677165355,0.9275590551181102,1.204724409448819,1.2031496062992126,2.768503937007874,3.9716535433070868,0.8267716535433071,0.5086614173228347,0.2409448818897638,0.6897637795275591,1.9291338582677164,6.1716535433070865
2689,NBA,Ty,Jerome,G,Regular Season,(2019-20),(2022-23),157.0,7,2733,408.0,970.0,174,494,114.0,138,43,250,293,408,88,19,132,227,1104.0,,---,---,17.40764331210191,2.5987261146496814,6.178343949044586,1.10828025477707,3.1464968152866244,0.7261146496815286,0.8789808917197452,0.27388535031847133,1.5923566878980893,1.8662420382165605,2.5987261146496814,0.5605095541401274,0.12101910828025478,0.8407643312101911,1.4458598726114649,7.031847133757962
2690,NBA,Grant,Jerrett,F,Regular Season,(2014-15),(2014-15),8.0,0,51,7.0,26.0,1,15,1.0,1,2,7,9,3,2,2,3,11,16.0,,---,---,6.375,0.875,3.25,0.125,1.875,0.125,0.125,0.25,0.875,1.125,0.375,0.25,0.25,0.375,1.375,2.0
2691,NBL,William,Jesko,G-F,Regular Season,(1937-38),(1938-39),34.0,---,---,80.0,,---,---,33.0,---,---,---,---,---,---,---,---,---,193.0,,---,---,---,2.3529411764705883,0.0,---,---,0.9705882352941176,---,---,---,---,---,---,---,---,---,5.676470588235294
2692,NBA,Eugene,Jeter,G,Regular Season,(2010-11),(2010-11),62.0,1,858,106.0,259.0,6,30,37.0,41,9,61,70,162,29,2,51,54,255.0,,---,---,13.838709677419354,1.7096774193548387,4.17741935483871,0.0967741935483871,0.4838709677419355,0.5967741935483871,0.6612903225806451,0.14516129032258066,0.9838709677419355,1.1290322580645162,2.6129032258064515,0.46774193548387094,0.03225806451612903,0.8225806451612904,0.8709677419354839,4.112903225806452
2693,ABA,Hal,Jeter,G,Regular Season,(1969-70),(1969-70),5.0,---,19,1.0,4.0,0,0,0.0,0,1,0,1,0,---,---,3,8,2.0,,---,---,3.8,0.2,0.8,0,0,0.0,0,0.2,0,0.2,0,---,---,0.6,1.6,0.4
2694,NBA,Yi,Jianlian,F,Regular Season,(2007-08),(2011-12),272.0,163,6038,813.0,2012.0,75,225,447.0,573,379,960,1339,192,136,184,302,618,2148.0,,---,---,22.198529411764707,2.988970588235294,7.397058823529412,0.2757352941176471,0.8272058823529411,1.6433823529411764,2.1066176470588234,1.3933823529411764,3.5294117647058822,4.922794117647059,0.7058823529411765,0.5,0.6764705882352942,1.1102941176470589,2.2720588235294117,7.897058823529412
2695,NBL,Charles,Joachim,G-F,Regular Season,(1946-47),(1947-48),48.0,---,---,144.0,,---,---,129.0,,---,---,---,---,---,---,---,,417.0,,---,---,---,3.0,0.0,---,---,2.6875,,---,---,---,---,---,---,---,0,8.6875
2696,NBA,Isaiah,Joe,G,Regular Season,(2020-21),(2022-23),169.0,12,2387,334.0,818.0,245,635,129.0,155,39,228,267,143,74,15,69,186,1042.0,,---,---,14.124260355029586,1.9763313609467457,4.840236686390533,1.4497041420118344,3.757396449704142,0.7633136094674556,0.9171597633136095,0.23076923076923078,1.349112426035503,1.5798816568047338,0.8461538461538461,0.4378698224852071,0.08875739644970414,0.40828402366863903,1.1005917159763314,6.165680473372781
2697,NBA,Britton,Johnsen,F,Regular Season,(2003-04),(2004-05),26.0,5,377,23.0,81.0,1,16,7.0,16,20,35,55,16,8,1,17,38,54.0,,---,---,14.5,0.8846153846153846,3.1153846153846154,0.038461538461538464,0.6153846153846154,0.2692307692307692,0.6153846153846154,0.7692307692307693,1.3461538461538463,2.1153846153846154,0.6153846153846154,0.3076923076923077,0.038461538461538464,0.6538461538461539,1.4615384615384615,2.076923076923077
2698,NBL,Al,Johnson,F,Regular Season,(1942-43),(1942-43),1.0,---,---,1.0,,---,---,0.0,,---,---,---,---,---,---,---,,2.0,,---,---,---,1.0,0.0,---,---,0.0,,---,---,---,---,---,---,---,0,2.0
2699,NBA,Alexander,Johnson,F,Regular Season,(2006-07),(2007-08),102.0,25,1302,152.0,294.0,0,0,135.0,201,82,193,275,30,38,45,89,217,439.0,,---,---,12.764705882352942,1.4901960784313726,2.8823529411764706,0,0,1.3235294117647058,1.9705882352941178,0.803921568627451,1.892156862745098,2.696078431372549,0.29411764705882354,0.37254901960784315,0.4411764705882353,0.8725490196078431,2.127450980392157,4.303921568627451
2700,NBA,Alize,Johnson,F,Regular Season,(2018-19),(2022-23),76.0,1,568,76.0,158.0,5,22,32.0,45,77,151,228,32,15,10,32,56,189.0,,---,---,7.473684210526316,1.0,2.0789473684210527,0.06578947368421052,0.2894736842105263,0.42105263157894735,0.5921052631578947,1.013157894736842,1.986842105263158,3,0.42105263157894735,0.19736842105263158,0.13157894736842105,0.42105263157894735,0.7368421052631579,2.486842105263158
2701,NBA,Amir,Johnson,F,Regular Season,(2005-06),(2018-19),870.0,485,18323,2558.0,4490.0,107,322,879.0,1307,1722,2969,4691,1074,525,840,932,2579,6102.0,,---,---,21.060919540229886,2.9402298850574713,5.160919540229885,0.12298850574712644,0.3701149425287356,1.0103448275862068,1.5022988505747126,1.9793103448275862,3.4126436781609195,5.3919540229885055,1.2344827586206897,0.603448275862069,0.9655172413793104,1.071264367816092,2.964367816091954,7.0137931034482754
2702,NBA,Andy,Johnson,F-G,Regular Season,(1958-59),(1961-62),292.0,---,6772,1083.0,2762.0,---,---,681.0,1126,---,---,1190,675,---,---,---,868,2847.0,,---,---,23.19178082191781,3.708904109589041,9.45890410958904,---,---,2.3321917808219177,3.856164383561644,---,---,4.075342465753424,2.3116438356164384,---,---,---,2.9726027397260273,9.75
2703,ABL,Andy,Johnson,F-G,Regular Season,(1962-63),(1962-63),28.0,,732,118.0,282.0,12,40,66.0,122,---,---,132,44,---,---,---,96,314.0,,---,---,26.142857142857142,4.214285714285714,10.071428571428571,0.42857142857142855,1.4285714285714286,2.357142857142857,4.357142857142857,---,---,4.714285714285714,1.5714285714285714,---,---,---,3.4285714285714284,11.214285714285714
2704,NBA,Anthony,Johnson,G,Regular Season,(1997-98),(2009-10),793.0,249,15552,1709.0,4131.0,332,933,682.0,916,293,1065,1358,2274,551,92,866,1289,4432.0,,---,---,19.611601513240856,2.1551071878940733,5.209331651954603,0.41866330390920553,1.1765447667087012,0.8600252206809584,1.155107187894073,0.3694829760403531,1.3430012610340478,1.7124842370744011,2.867591424968474,0.694829760403531,0.11601513240857503,1.0920554854981084,1.6254728877679698,5.588902900378311
2705,NBA,Armon,Johnson,G,Regular Season,(2010-11),(2011-12),47.0,0,401,66.0,144.0,6,15,19.0,28,12,37,49,56,10,1,44,40,157.0,,---,---,8.53191489361702,1.4042553191489362,3.0638297872340425,0.1276595744680851,0.3191489361702128,0.40425531914893614,0.5957446808510638,0.2553191489361702,0.7872340425531915,1.0425531914893618,1.1914893617021276,0.2127659574468085,0.02127659574468085,0.9361702127659575,0.851063829787234,3.3404255319148937
2706,NBL,Arnie,Johnson,F-C,Regular Season,(1946-47),(1947-48),89.0,---,---,169.0,,---,---,165.0,,---,---,---,---,---,---,---,,503.0,,---,---,---,1.898876404494382,0.0,---,---,1.853932584269663,,---,---,---,---,---,---,---,0,5.651685393258427
2707,NBA,Arnie,Johnson,F-C,Regular Season,(1948-49),(1952-53),332.0,---,4142,808.0,1934.0,---,---,1272.0,1741,---,---,1272,731,---,---,---,1338,2888.0,,---,---,12.475903614457831,2.433734939759036,5.825301204819277,---,---,3.8313253012048194,5.243975903614458,---,---,3.8313253012048194,2.2018072289156625,---,---,---,4.030120481927711,8.698795180722891
2708,NBA,Avery,Johnson,G,Regular Season,(1988-89),(2003-04),1054.0,637,26615,3622.0,7564.0,27,186,1546.0,2190,379,1372,1751,5846,1007,154,1748,1659,8817.0,,---,---,25.251423149905122,3.4364326375711576,7.176470588235294,0.025616698292220113,0.17647058823529413,1.4667931688804554,2.0777988614800758,0.35958254269449713,1.301707779886148,1.6612903225806452,5.546489563567363,0.9554079696394687,0.1461100569259962,1.6584440227703985,1.5740037950664136,8.36527514231499
2709,NBA,B.J.,Johnson,F,Regular Season,(2018-19),(2021-22),21.0,0,197,29.0,75.0,10,26,11.0,12,11,27,38,3,5,1,8,11,79.0,,---,---,9.380952380952381,1.380952380952381,3.5714285714285716,0.47619047619047616,1.2380952380952381,0.5238095238095238,0.5714285714285714,0.5238095238095238,1.2857142857142858,1.8095238095238095,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.38095238095238093,0.5238095238095238,3.761904761904762
2710,NBA,Brice,Johnson,F,Regular Season,(2016-17),(2017-18),21.0,0,107,22.0,49.0,0,1,3.0,5,10,24,34,3,11,7,6,13,47.0,,---,---,5.095238095238095,1.0476190476190477,2.3333333333333335,0,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.47619047619047616,1.1428571428571428,1.619047619047619,0.14285714285714285,0.5238095238095238,0.3333333333333333,0.2857142857142857,0.6190476190476191,2.238095238095238
2711,NBA,Buck,Johnson,F,Regular Season,(1986-87),(1992-93),505.0,296,11849,1922.0,3942.0,7,62,766.0,1038,623,1137,1760,856,404,252,664,1403,4617.0,,---,---,23.463366336633662,3.8059405940594058,7.805940594059406,0.013861386138613862,0.12277227722772277,1.5168316831683168,2.0554455445544555,1.2336633663366336,2.2514851485148513,3.485148514851485,1.695049504950495,0.8,0.499009900990099,1.314851485148515,2.778217821782178,9.142574257425743
2712,NBA,Cameron,Johnson,F,Regular Season,(2019-20),(2022-23),225.0,77,5621,881.0,1969.0,492,1253,295.0,350,158,686,844,332,180,66,156,369,2549.0,,---,---,24.982222222222223,3.9155555555555557,8.751111111111111,2.1866666666666665,5.568888888888889,1.3111111111111111,1.5555555555555556,0.7022222222222222,3.048888888888889,3.7511111111111113,1.4755555555555555,0.8,0.29333333333333333,0.6933333333333334,1.64,11.328888888888889
2713,NBA,Carldell,Johnson,G,Regular Season,(2011-12),(2011-12),15.0,0,119,11.0,35.0,4,15,1.0,3,1,8,9,22,8,0,7,11,27.0,,---,---,7.933333333333334,0.7333333333333333,2.3333333333333335,0.26666666666666666,1,0.06666666666666667,0.2,0.06666666666666667,0.5333333333333333,0.6,1.4666666666666666,0.5333333333333333,0,0.4666666666666667,0.7333333333333333,1.8
2714,NBL,Charles (1),Johnson,F-C,Regular Season,(1940-41),(1940-41),23.0,---,---,35.0,,---,---,23.0,,---,---,---,---,---,---,---,,93.0,,---,---,---,1.5217391304347827,0.0,---,---,1.0,,---,---,---,---,---,---,---,0,4.043478260869565
2715,NBA,Charles (2),Johnson,G,Regular Season,(1972-73),(1978-79),521.0,,9972,1935.0,4507.0,---,---,371.0,491,423,763,1318,973,534,40,160,1022,4241.0,,---,---,19.140115163147794,3.714011516314779,8.650671785028791,---,---,0.7120921305182342,0.9424184261036468,0.8119001919385797,1.4644913627639156,2.529750479846449,1.8675623800383878,1.0249520153550864,0.07677543186180422,0.30710172744721687,1.961612284069098,8.140115163147792
2716,NBA,Cheese,Johnson,F-G,Regular Season,(1979-80),(1979-80),9.0,,53,12.0,30.0,0,0,3.0,5,6,8,14,2,1,0,4,11,27.0,,---,---,5.888888888888889,1.3333333333333333,3.3333333333333335,0,0,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.8888888888888888,1.5555555555555556,0.2222222222222222,0.1111111111111111,0,0.4444444444444444,1.2222222222222223,3.0
2717,NBA,Chris,Johnson,C,Regular Season,(2010-11),(2012-13),71.0,1,597,77.0,137.0,0,0,51.0,73,47,85,132,13,16,46,38,103,205.0,,---,---,8.408450704225352,1.0845070422535212,1.9295774647887325,0,0,0.7183098591549296,1.028169014084507,0.6619718309859155,1.1971830985915493,1.8591549295774648,0.18309859154929578,0.22535211267605634,0.647887323943662,0.5352112676056338,1.4507042253521127,2.887323943661972
2718,NBA,Christapher,Johnson,F,Regular Season,(2012-13),(2015-16),147.0,4,2274,230.0,587.0,104,339,86.0,103,71,224,295,93,89,31,80,212,650.0,,---,---,15.46938775510204,1.564625850340136,3.993197278911565,0.7074829931972789,2.306122448979592,0.5850340136054422,0.7006802721088435,0.48299319727891155,1.5238095238095237,2.006802721088435,0.6326530612244898,0.6054421768707483,0.2108843537414966,0.54421768707483,1.4421768707482994,4.421768707482993
2719,NBA,Clay,Johnson,G,Regular Season,(1981-82),(1983-84),80.0,0,688,84.0,205.0,1,3,55.0,76,54,39,93,45,33,9,44,99,224.0,,---,---,8.6,1.05,2.5625,0.0125,0.0375,0.6875,0.95,0.675,0.4875,1.1625,0.5625,0.4125,0.1125,0.55,1.2375,2.8
2720,NBA,Clemon,Johnson,C-F,Regular Season,(1978-79),(1987-88),761.0,98,13310,1699.0,3454.0,0,5,704.0,1134,1276,2232,3508,744,349,717,767,1666,4102.0,,---,---,17.490144546649145,2.2325886990801576,4.538764783180026,0,0.006570302233902759,0.9250985545335085,1.4901445466491459,1.6767411300919843,2.9329829172141917,4.609724047306176,0.9776609724047306,0.45860709592641263,0.9421813403416557,1.0078843626806833,2.1892247043363993,5.390275952693824
2721,NBA,Dakari,Johnson,C,Regular Season,(2017-18),(2017-18),31.0,6,161,22.0,39.0,0,0,11.0,20,16,18,34,8,6,8,3,27,55.0,,---,---,5.193548387096774,0.7096774193548387,1.2580645161290323,0,0,0.3548387096774194,0.6451612903225806,0.5161290322580645,0.5806451612903226,1.096774193548387,0.25806451612903225,0.1935483870967742,0.25806451612903225,0.0967741935483871,0.8709677419354839,1.7741935483870968
2722,NBA,Darryl,Johnson,G,Regular Season,(1995-96),(1995-96),11.0,0,28,5.0,12.0,0,1,2.0,2,2,0,2,1,0,0,1,3,12.0,,---,---,2.5454545454545454,0.45454545454545453,1.0909090909090908,0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0,0.18181818181818182,0.09090909090909091,0,0,0.09090909090909091,0.2727272727272727,1.0909090909090908
2723,NBA,Dave,Johnson,G-F,Regular Season,(1992-93),(1993-94),59.0,0,475,74.0,203.0,3,15,53.0,80,27,37,64,17,12,1,37,30,204.0,,---,---,8.05084745762712,1.2542372881355932,3.440677966101695,0.05084745762711865,0.2542372881355932,0.8983050847457628,1.3559322033898304,0.4576271186440678,0.6271186440677966,1.0847457627118644,0.288135593220339,0.2033898305084746,0.01694915254237288,0.6271186440677966,0.5084745762711864,3.457627118644068
2724,NBA,David,Johnson,G,Regular Season,(2021-22),(2021-22),2.0,0,2,0.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,,---,---,1,0.0,0.5,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0
2725,NBA,DeMarco,Johnson,F,Regular Season,(1999-00),(1999-00),5.0,0,37,3.0,9.0,0,0,0.0,0,3,4,7,0,1,0,3,5,6.0,,---,---,7.4,0.6,1.8,0,0,0.0,0,0.6,0.8,1.4,0,0.2,0,0.6,1,1.2
2726,NBA,Dennis,Johnson,G,Regular Season,(1976-77),(1989-90),1100.0,673,35954,5832.0,13100.0,80,464,3791.0,4754,1459,2790,4249,5499,1477,675,2448,3087,15535.0,,---,---,32.68545454545455,5.301818181818182,11.909090909090908,0.07272727272727272,0.4218181818181818,3.4463636363636363,4.321818181818182,1.3263636363636364,2.536363636363636,3.862727272727273,4.999090909090909,1.3427272727272728,0.6136363636363636,2.2254545454545456,2.806363636363636,14.122727272727273
2727,NBA,DerMarr,Johnson,F,Regular Season,(2000-01),(2007-08),344.0,136,5930,770.0,1872.0,274,815,307.0,389,192,577,769,304,198,149,349,598,2121.0,,---,---,17.238372093023255,2.238372093023256,5.441860465116279,0.7965116279069767,2.369186046511628,0.8924418604651163,1.130813953488372,0.5581395348837209,1.677325581395349,2.23546511627907,0.8837209302325582,0.5755813953488372,0.4331395348837209,1.0145348837209303,1.7383720930232558,6.165697674418604
2728,ABA,Ed,Johnson,C,Regular Season,(1968-69),(1970-71),166.0,---,4899,787.0,1661.0,1,3,464.0,837,626,1062,1688,180,---,---,421,687,2039.0,,---,---,29.512048192771083,4.740963855421687,10.006024096385541,0.006024096385542169,0.018072289156626505,2.7951807228915664,5.042168674698795,3.7710843373493974,6.397590361445783,10.168674698795181,1.0843373493975903,---,---,2.536144578313253,4.13855421686747,12.283132530120483
2729,NBA,Eddie A.,Johnson,F-G,Regular Season,(1981-82),(1998-99),1199.0,479,32604,7727.0,16361.0,562,1679,3186.0,3792,1786,3046,4832,2550,739,180,2076,2962,19202.0,,---,---,27.192660550458715,6.444537114261885,13.645537948290242,0.46872393661384487,1.4003336113427856,2.65721434528774,3.1626355296080066,1.4895746455379484,2.5404503753127607,4.030025020850709,2.126772310258549,0.6163469557964971,0.1501251042535446,1.7314428690575479,2.470391993327773,16.015012510425354
2730,NBA,Eddie L.,Johnson,G,Regular Season,(1977-78),(1986-87),675.0,232,19975,4015.0,8436.0,104,319,2029.0,2564,470,1052,1522,3436,761,89,1717,1706,10163.0,,---,---,29.59259259259259,5.948148148148148,12.497777777777777,0.15407407407407409,0.4725925925925926,3.005925925925926,3.7985185185185184,0.6962962962962963,1.5585185185185184,2.254814814814815,5.09037037037037,1.1274074074074074,0.13185185185185186,2.5437037037037036,2.5274074074074075,15.056296296296296
2731,NBL,Elmer,Johnson,F-C,Regular Season,(1939-40),(1940-41),41.0,---,---,36.0,,---,---,43.0,,---,---,---,---,---,---,---,,115.0,,---,---,---,0.8780487804878049,0.0,---,---,1.048780487804878,,---,---,---,---,---,---,---,0,2.8048780487804876
2732,NBA,Eric,Johnson,G,Regular Season,(1989-90),(1989-90),48.0,2,272,20.0,84.0,1,6,13.0,17,8,20,28,64,17,2,26,49,54.0,,---,---,5.666666666666667,0.4166666666666667,1.75,0.020833333333333332,0.125,0.2708333333333333,0.3541666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334,1.3333333333333333,0.3541666666666667,0.041666666666666664,0.5416666666666666,1.0208333333333333,1.125
2733,NBA,Ervin,Johnson,C,Regular Season,(1993-94),(2005-06),845.0,452,16989,1393.0,2756.0,2,10,685.0,1133,1677,3471,5148,387,471,1087,724,2430,3473.0,,---,---,20.10532544378698,1.6485207100591717,3.2615384615384615,0.002366863905325444,0.011834319526627219,0.8106508875739645,1.340828402366864,1.9846153846153847,4.107692307692307,6.092307692307692,0.45798816568047335,0.557396449704142,1.2863905325443787,0.8568047337278106,2.8757396449704142,4.110059171597634
2734,NBA,Frank,Johnson,G,Regular Season,(1981-82),(1993-94),596.0,217,12897,1947.0,4433.0,53,243,990.0,1303,309,716,1025,2476,570,36,1054,1116,4937.0,,---,---,21.639261744966444,3.2667785234899327,7.4379194630872485,0.08892617449664429,0.4077181208053691,1.6610738255033557,2.186241610738255,0.5184563758389261,1.2013422818791946,1.7197986577181208,4.154362416107382,0.9563758389261745,0.06040268456375839,1.7684563758389262,1.8724832214765101,8.283557046979865
2735,NBA,George E.,Johnson,C,Regular Season,(1970-71),(1973-74),69.0,,744,84.0,190.0,---,---,22.0,51,20,41,220,22,8,8,---,142,190.0,,---,---,10.782608695652174,1.2173913043478262,2.753623188405797,---,---,0.3188405797101449,0.7391304347826086,0.2898550724637681,0.5942028985507246,3.1884057971014492,0.3188405797101449,0.11594202898550725,0.11594202898550725,---,2.0579710144927534,2.753623188405797
2736,ABA,George E.,Johnson,C,Regular Season,(1971-72),(1971-72),67.0,---,1477,128.0,282.0,0,0,61.0,103,126,338,464,59,---,---,84,209,317.0,,---,---,22.044776119402986,1.9104477611940298,4.208955223880597,0,0,0.9104477611940298,1.537313432835821,1.8805970149253732,5.044776119402985,6.925373134328358,0.8805970149253731,---,---,1.2537313432835822,3.1194029850746268,4.731343283582089
2737,NBA,George L.,Johnson,F-C,Regular Season,(1978-79),(1985-86),464.0,91,9878,1704.0,3684.0,21,111,785.0,1008,831,1779,2610,817,432,282,879,1349,4214.0,,---,---,21.288793103448278,3.6724137931034484,7.939655172413793,0.04525862068965517,0.23922413793103448,1.6918103448275863,2.1724137931034484,1.790948275862069,3.834051724137931,5.625,1.7607758620689655,0.9310344827586207,0.6077586206896551,1.894396551724138,2.9073275862068964,9.081896551724139
2738,NBA,George T.,Johnson,C-F,Regular Season,(1972-73),(1985-86),904.0,62,18102,1802.0,3995.0,1,2,764.0,1101,1960,3789,5887,929,456,2082,872,2707,4369.0,,---,---,20.02433628318584,1.9933628318584071,4.41924778761062,0.0011061946902654867,0.0022123893805309734,0.8451327433628318,1.217920353982301,2.168141592920354,4.191371681415929,6.5121681415929205,1.0276548672566372,0.504424778761062,2.3030973451327434,0.9646017699115044,2.9944690265486726,4.832964601769912
2739,NBA,Gus,Johnson,F-C,Regular Season,(1963-64),(1972-73),581.0,,20140,4126.0,9383.0,---,---,1692.0,2420,---,---,7379,1541,---,---,---,2037,9944.0,,---,---,34.66437177280551,7.101549053356282,16.14974182444062,---,---,2.9122203098106714,4.1652323580034425,---,---,12.700516351118761,2.6523235800344236,---,---,---,3.5060240963855422,17.115318416523237
2740,ABA,Gus,Johnson,F-C,Regular Season,(1972-73),(1972-73),50.0,---,753,132.0,299.0,4,21,31.0,42,85,160,245,62,,,70,113,299.0,,---,---,15.06,2.64,5.98,0.08,0.42,0.62,0.84,1.7,3.2,4.9,1.24,0,0,1.4,2.26,5.98
2741,NBA,Harold,Johnson,C,Regular Season,(1946-47),(1946-47),27.0,---,---,4.0,20.0,---,---,7.0,14,---,---,---,11,---,---,---,13,15.0,,---,---,---,0.14814814814814814,0.7407407407407407,---,---,0.25925925925925924,0.5185185185185185,---,---,---,0.4074074074074074,---,---,---,0.48148148148148145,0.5555555555555556
2742,NBA,Ivan,Johnson,F,Regular Season,(2011-12),(2012-13),125.0,5,1969,326.0,631.0,3,19,153.0,231,141,351,492,78,99,32,140,247,808.0,,---,---,15.752,2.608,5.048,0.024,0.152,1.224,1.848,1.128,2.808,3.936,0.624,0.792,0.256,1.12,1.976,6.464
2743,NBA,JaJuan,Johnson,F-C,Regular Season,(2011-12),(2011-12),36.0,0,298,54.0,121.0,0,0,6.0,9,20,38,58,6,5,14,14,25,114.0,,---,---,8.277777777777779,1.5,3.361111111111111,0,0,0.16666666666666666,0.25,0.5555555555555556,1.0555555555555556,1.6111111111111112,0.16666666666666666,0.1388888888888889,0.3888888888888889,0.3888888888888889,0.6944444444444444,3.1666666666666665
2744,NBA,Jalen,Johnson,F,Regular Season,(2021-22),(2022-23),92.0,6,1162,180.0,363.0,33,117,54.0,85,53,255,308,86,41,36,50,122,447.0,,---,---,12.630434782608695,1.9565217391304348,3.9456521739130435,0.358695652173913,1.2717391304347827,0.5869565217391305,0.9239130434782609,0.5760869565217391,2.7717391304347827,3.347826086956522,0.9347826086956522,0.44565217391304346,0.391304347826087,0.5434782608695652,1.326086956521739,4.858695652173913
2745,NBA,James,Johnson,F,Regular Season,(2009-10),(2022-23),765.0,243,15477,2304.0,4860.0,381,1265,825.0,1217,604,2101,2705,1598,576,652,1040,1735,5814.0,,---,---,20.231372549019607,3.011764705882353,6.352941176470588,0.4980392156862745,1.65359477124183,1.0784313725490196,1.5908496732026143,0.7895424836601307,2.74640522875817,3.5359477124183005,2.088888888888889,0.7529411764705882,0.8522875816993464,1.3594771241830066,2.2679738562091503,7.6
